id,sku,name,category,brand,description,unit_price,cost,stock_quantity,is_active,created_at,supplier_id
374,INSI-10373,Insignia NS-55DF711NF23 55-inch Fire TV MiniLED 4K Smart TV,Televisions,Insignia,Mid-range Fire TV with mini-LED backlighting and quantum dots for superior color accuracy and contrast. Built-in Alexa and comprehensive Fire TV app selection.,972.43,767.6,69,1,2023-11-30T23:26:14.288Z,25
375,SHAR-10374,Sharp AQUOS XU935 65-inch Mini-LED 4K Smart TV,Televisions,Sharp,Premium Japanese design with extensive local dimming zones and HDR10+ support for cinema-quality viewing. Advanced upscaling technology maximizes picture quality from all sources.,2400.91,1498.99,478,1,2021-02-10T21:39:28.791Z,32
376,PHIL-10375,Philips 75PUS8919 75-inch 4K UHD Smart TV,Televisions,Philips,Large-screen Philips with four-sided Ambilight immersion lighting and comprehensive smart TV features. Premium processing engine with noise reduction and dynamic contrast enhancement.,658.78,492.93,322,1,2023-12-08T19:17:28.192Z,26
377,SAMS-10376,Samsung QN55Q80C 55-inch QLED 4K Gaming TV,Televisions,Samsung,QLED with 144Hz gaming support and dual-connection technology for seamless PS5 and Xbox Series X gameplay. Premium picture quality with quantum dot technology and mini-LED backlighting.,1777.31,1112.25,483,1,2022-10-04T03:49:37.958Z,9
378,LG-10377,LG OLED77C4PUA 77-inch C4 OLED 4K Smart TV,Televisions,LG,Flagship OLED with latest evo technology and AI super upscaling delivers cinematic picture quality and perfect blacks. 144Hz high refresh rate with HDMI 2.1 for next-gen gaming.,3136.29,2139.63,40,1,2023-09-01T22:22:33.780Z,19
379,SONY-10378,Sony Bravia XR X93L 65-inch Mini-LED 4K Premium TV,Televisions,Sony,High-end Bravia XR with advanced cognitive processing and extensive mini-LED backlight zones for theater-quality contrast. Supports 4K 120Hz and includes premium audio tuning.,2696.98,1512.5,190,1,2024-08-23T14:06:58.862Z,38
380,TCL-10379,TCL 98-inch Class QM8 MiniLED 8K Google TV,Televisions,TCL,Massive flagship display with ultra-high resolution 8K capability and advanced AI upscaling for all content types. Comprehensive local dimming array and premium sound system integration.,2525.73,1793.72,264,1,2024-10-05T07:50:11.955Z,18
381,LG-10380,LG OLED65C3PUA 65-inch C3 OLED 4K Smart TV,Televisions,LG,Revolutionary OLED display with perfect blacks and infinite contrast ratio powered by latest evo technology. Features AI picture enhancement and 120Hz refresh rate support for gaming and sports.,3092.43,2344.2,96,1,2021-07-29T08:25:26.301Z,25
382,SAMS-10381,Samsung QN75QN95C 75-inch Neo QLED 8K Smart TV,Televisions,Samsung,Flagship Neo QLED with quantum dot technology and mini-LED backlighting delivering stunning color volume and brightness. Advanced AI upscaling transforms standard content into near-8K quality.,2504.06,1670.93,276,0,2022-02-16T15:08:14.269Z,25
383,SONY-10382,Sony K-65XR90 65-inch Bravia XR Premium LED 4K TV,Televisions,Sony,Premium cognitive processor engine analyzes every scene for optimal picture enhancement and color accuracy. Full-array local dimming with advanced contrast control creates immersive viewing.,2239.01,1639.23,46,1,2021-05-17T01:31:50.712Z,22
384,TCL-10383,TCL 58-inch Class S844 MiniLED 4K Google TV,Televisions,TCL,Mid-range smart TV with mini-LED technology providing hundreds of dimming zones for excellent picture control. Google TV platform with native Chromecast and integrated Google Assistant voice control.,1051.74,765.18,391,0,2022-09-02T09:46:02.792Z,12
385,HISE-10384,Hisense 77U7N 77-inch 4K ULED Premium Smart TV,Televisions,Hisense,Flagship ULED model combining quantum dot technology with 576 local dimming zones for professional-grade contrast. Premium sound system and comprehensive smart TV features at competitive pricing.,2935.7,1924.68,105,1,2024-05-18T00:40:34.974Z,37
386,VIZI-10385,Vizio V70-J01 70-inch V Series 4K Smart TV,Televisions,Vizio,Large-format V Series with partial local dimming zones and HDR10 support for budget-conscious home theater setups. SmartCast platform includes integrated Chromecast and Apple AirPlay.,971,586.85,5,1,2022-12-28T12:21:06.022Z,12
387,PANA-10386,Panasonic LX850 43-inch OLED Smart TV,Televisions,Panasonic,Compact OLED with exceptional color fidelity and zero blooming for perfect blacks in smaller living spaces. Premium upscaling technology enhances all content with minimal latency for gaming.,229.17,154.75,308,1,2023-12-11T05:38:17.947Z,38
388,INSI-10387,Insignia NS-65DF711NF22 65-inch Fire TV 4K MiniLED Smart TV,Televisions,Insignia,Mid-range Fire TV featuring mini-LED backlighting with quantum dots for vibrant colors and improved contrast. Alexa voice control and extensive app ecosystem for comprehensive streaming access.,2469.42,1543.2,370,1,2024-05-30T20:15:01.281Z,9
389,SHAR-10388,Sharp Aquos LC-80UQ30U 80-inch 4K Ultra HD Smart TV,Televisions,Sharp,Massive 80-inch display with advanced upscaling technology and dynamic contrast for exceptional picture quality. Multiple connectivity options and smart features support diverse entertainment needs.,3369.51,2578.87,359,1,2024-10-22T11:54:42.975Z,7
390,PHIL-10389,Philips Oled803 65-inch OLED Smart TV with Ambilight Pro,Televisions,Philips,European premium OLED with three-sided Ambilight Pro lighting system syncing dynamically to content. Integrated Dolby Atmos speakers and AI picture optimization technology.,2771.82,1631.82,49,1,2021-01-03T03:07:26.215Z,33
391,SAMS-10390,Samsung UN50CU7000 50-inch Crystal UHD 4K Smart TV,Televisions,Samsung,Entry-level 50-inch with Crystal UHD technology and 4K upscaling from standard sources. Samsung Smart TV platform with gaming optimization and multiple streaming app integration.,3014.95,2124.31,4,1,2022-01-22T06:58:54.385Z,20
392,LG-10391,LG NanoCell 75UP8070PUL 75-inch 4K Smart TV,Televisions,LG,Large-format NanoCell with comprehensive local dimming zones and wide color gamut for accurate color reproduction. Dolby Atmos audio and LG ThinQ AI integration for voice control convenience.,1113.97,633.18,378,1,2022-05-18T02:12:55.056Z,16
393,SONY-10392,Sony Bravia X90L 55-inch Mini-LED 4K Premium TV,Televisions,Sony,Mid-range Bravia X with extensive mini-LED backlighting and advanced cognitive processing for superior image quality. Gaming-focused features with 4K 120Hz support and low input latency.,2910.32,2323.31,173,1,2022-06-05T05:52:59.167Z,33
394,TCL-10393,TCL 75-inch Class S655G MiniLED 4K Roku TV,Televisions,TCL,Large Roku TV with mini-LED technology and 300+ dimming zones delivering exceptional contrast and brightness performance. Dolby Vision HDR and Dolby Atmos audio create immersive cinematic experience.,615.76,386.76,387,1,2024-05-22T04:32:16.814Z,35
395,HISE-10394,Hisense 55R6G 55-inch 4K ULED Roku TV,Televisions,Hisense,Mid-range ULED with quantum dot enhanced color and full-array dimming for solid picture performance. Roku platform with voice remote and streamlined interface for easy content discovery.,823.46,549.31,485,1,2023-01-14T07:22:17.442Z,7
396,VIZI-10395,Vizio M65Q-J71 65-inch M Series MiniLED Premium TV,Televisions,Vizio,"Premium mid-range with 1,152 local dimming zones providing exceptional contrast control and brightness levels. Advanced upscaling and SmartCast platform with gaming-specific picture modes.",2938.73,1872.82,438,1,2024-05-11T00:52:20.571Z,33
397,PANA-10396,Panasonic TH-65GQ900U 65-inch 4K Professional Display,Televisions,Panasonic,Commercial-grade display with professional color accuracy and HDR10+ support for broadcast applications. Robust built-in speakers and multi-input connectivity for diverse signal sources.,1317.92,900.24,342,1,2024-11-13T06:59:04.653Z,22
398,INSI-10397,Insignia F50 50-inch Fire TV 4K Smart TV,Televisions,Insignia,Mid-tier Fire TV model balancing price and performance with full 4K resolution and HDR support. Alexa integration and comprehensive Fire TV app library for mainstream streaming access.,876.55,567.89,379,1,2023-10-26T23:32:34.372Z,18
399,SHAR-10398,Sharp Aquos XU940 60-inch 8K Mini-LED Smart TV,Televisions,Sharp,Next-generation 8K resolution with advanced AI upscaling technology for exceptional detail and clarity. Premium design with slim bezels and enhanced brightness levels for bright room viewing.,1361.85,1051.52,436,1,2023-09-07T14:49:02.263Z,10
400,LG-10399,LG QNED98 98-inch Mini-LED 8K Smart TV,Televisions,LG,Ultra-premium 98-inch flagship with quantum dot nano-cell technology and advanced mini-LED backlighting delivering unmatched brightness and color volume. AI-powered 8K upscaling transforms standard content into extraordinary detail with exceptional clarity.,2845.29,2254.85,264,1,2021-12-18T11:18:06.370Z,21
401,APPL-10400,Apple Watch Series 9 45mm,Smartwatches & Wearables,Apple,"Advanced health monitoring with ECG, blood oxygen, and temperature sensing. Seamless integration with iPhone for calls, messages, and fitness tracking.",242.64,139.35,256,1,2021-03-02T10:45:18.583Z,10
402,SAMS-10401,Samsung Galaxy Watch 6 Classic,Smartwatches & Wearables,Samsung,Premium rotating bezel interface with 4G connectivity and advanced health metrics including sleep tracking and stress management. Runs Wear OS for full app ecosystem.,534.67,351.23,399,1,2023-11-24T15:01:53.983Z,40
403,GARM-10402,Garmin Epix Gen 2,Smartwatches & Wearables,Garmin,"AMOLED touchscreen with multi-GNSS navigation and 11-day battery life for outdoor enthusiasts. Built-in mapping, training metrics, and weather alerts.",646.04,484.59,3,1,2022-08-06T21:56:07.343Z,28
404,FITB-10403,Fitbit Sense 2,Smartwatches & Wearables,Fitbit,"Comprehensive health tracking with EDA sensor and stress management tools. Features 24/7 heart rate monitoring, sleep score, and Google Assistant integration.",474.68,327.88,218,0,2021-07-07T20:02:41.806Z,12
405,HUAW-10404,Huawei Watch GT 3 Pro,Smartwatches & Wearables,Huawei,"Two-week battery life with AMOLED display and titanium case for durability. Includes blood oxygen monitoring, workout modes, and ceramic back design.",349.71,270.19,110,1,2022-02-02T02:33:18.001Z,15
406,AMAZ-10405,Amazfit GTR 4,Smartwatches & Wearables,Amazfit,14-day battery with dual-frequency GPS and powerful processor for smooth performance. Large AMOLED display with 150+ sports modes and dual-band positioning.,895.31,514.15,479,1,2023-11-11T10:34:06.669Z,2
407,ONEP-10406,OnePlus Watch 2,Smartwatches & Wearables,OnePlus,Co-engineered with Oppo featuring dual operating systems and premium sapphire crystal glass. Delivers fast performance with always-on display and 100+ workout modes.,473.66,369.41,274,1,2022-05-03T07:01:18.411Z,2
408,MOTO-10407,Moto Watch 70,Smartwatches & Wearables,Motorola,"Battery lasts up to 7 days with crisp AMOLED display and compact design. Includes all-day health tracking, contactless payments, and voice assistant support.",595.32,419.32,151,1,2022-08-06T11:07:45.763Z,28
409,WITH-10408,Withings ScanWatch Horizon,Smartwatches & Wearables,Withings,Hybrid smartwatch with hidden digital display and advanced health sensors for ECG and blood oxygen. Combines analog watch aesthetics with digital wellness tracking.,738.31,526.48,185,1,2022-04-14T11:29:19.487Z,23
410,POLA-10409,Polar Vantage V3,Smartwatches & Wearables,Polar,"Professional sports watch with advanced running metrics and training load tracking. Features dual-frequency GPS, training zones, and recovery status monitoring.",142.2,92.45,306,0,2023-01-21T02:04:37.425Z,36
411,CORO-10410,Coros Vertix 2,Smartwatches & Wearables,Coros,"Ultra-durable titanium construction with 30-day battery and precision multi-band positioning. Purpose-built for mountaineering, diving, and extreme sports.",675.72,397.51,166,1,2021-03-29T07:21:55.115Z,28
412,OURA-10411,Oura Ring Generation 3,Smartwatches & Wearables,Oura,"Wearable ring delivering detailed sleep, activity, and readiness insights through advanced sensors. Syncs with smartphone app for comprehensive wellness intelligence.",617.89,401.82,102,1,2021-02-17T06:40:49.595Z,15
413,WHOO-10412,Whoop 4.0 Band,Smartwatches & Wearables,Whoop,"Subscription-based fitness wearable tracking strain, recovery, and sleep metrics in real-time. AI-powered coaching helps optimize performance and prevent injury.",306.61,236.76,443,1,2022-12-07T23:19:36.491Z,26
414,APPL-10413,Apple Watch Ultra 2,Smartwatches & Wearables,Apple,Rugged titanium case built for extreme environments with action button and dual frequency GPS. Enhanced water resistance to 100m for diving applications.,287.84,222.76,198,1,2021-10-04T00:35:01.832Z,25
415,SUUN-10414,Suunto 9 Peak Pro,Smartwatches & Wearables,Suunto,"Military-grade durability with 25-day battery and real-time route guidance via offline maps. Features barometric altitude, weather alerts, and training load tracking.",379.71,213.27,86,1,2022-05-13T01:03:12.704Z,31
416,GARM-10415,Forerunner 965 by Garmin,Smartwatches & Wearables,Garmin,"Premium AMOLED running watch with AI-powered adaptive coaching and detailed running dynamics. Includes race predictor, recovery advisor, and offline music storage.",163.83,111.72,323,1,2022-07-03T11:40:01.551Z,6
417,GOOG-10416,Pixel Watch 2,Smartwatches & Wearables,Google,Pure Android Wear experience with Fitbit health integration and stress management tools. Seamless Google Assistant and Wallet functionality throughout the day.,158.95,102.56,39,1,2023-12-22T08:16:14.714Z,32
418,TICW-10417,TicWatch Pro 5 Enduro,Smartwatches & Wearables,TicWatch,Dual-layer display technology ensures 45-day battery life and always-on readability. Premium design with titanium case and advanced health monitoring suite.,184.28,123.24,492,1,2021-05-07T19:03:49.010Z,32
419,MOBV-10418,Mobvoi TicWatch C2+,Smartwatches & Wearables,Mobvoi,"Elegant round design with stainless steel build and circular AMOLED screen. Powered by Wear OS with health tracking, Google Assistant, and offline map navigation.",211.42,116.5,259,1,2023-12-24T00:44:22.891Z,8
420,XIAO-10419,Xiaomi Watch S1 Pro,Smartwatches & Wearables,Xiaomi,"Sleek AMOLED display with 14-day battery and premium sapphire crystal glass. Comprehensive fitness tracking with GPS, heart rate zones, and personalized coaching.",384.51,273.96,481,1,2023-07-27T07:58:43.239Z,26
